Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Hour,Request Day,Trip Duration(minutes)
1254,Airport,4,Cancelled,2016-07-11 21:53,,21,Monday,
1255,Airport,,No Cars Available,2016-07-11 21:54,,21,Monday,
1256,Airport,,No Cars Available,2016-07-11 21:55,,21,Monday,
1257,Airport,,No Cars Available,2016-07-11 21:55,,21,Monday,
1258,City,26,Trip Completed,2016-07-11 21:51,2016-07-11 23:00,21,Monday,69
1259,Airport,,No Cars Available,2016-07-11 21:58,,21,Monday,
1260,Airport,142,Trip Completed,2016-07-11 21:59,2016-07-11 23:10,21,Monday,71
1261,Airport,,No Cars Available,2016-07-11 22:01,,22,Monday,
1262,Airport,158,Trip Completed,2016-07-11 22:00,2016-07-11 23:04,22,Monday,64
1263,Airport,,No Cars Available,2016-07-11 22:02,,22,Monday,
1264,Airport,,No Cars Available,2016-07-11 22:05,,22,Monday,
1265,Airport,,No Cars Available,2016-07-11 22:02,,22,Monday,
1266,Airport,138,Trip Completed,2016-07-11 22:00,2016-07-11 22:55,22,Monday,55
1267,City,146,Cancelled,2016-07-11 22:01,,22,Monday,
1268,Airport,,No Cars Available,2016-07-11 22:04,,22,Monday,
1269,Airport,,No Cars Available,2016-07-11 21:59,,21,Monday,
1270,Airport,,No Cars Available,2016-07-11 22:00,,22,Monday,
1271,Airport,195,Trip Completed,2016-07-11 22:00,2016-07-11 22:38,22,Monday,38
1272,Airport,262,Trip Completed,2016-07-11 22:00,2016-07-11 22:56,22,Monday,56
1273,Airport,7,Trip Completed,2016-07-11 22:07,2016-07-11 23:12,22,Monday,65
1274,City,35,Trip Completed,2016-07-11 22:01,2016-07-11 23:21,22,Monday,80
1275,Airport,46,Trip Completed,2016-07-11 22:05,2016-07-11 23:02,22,Monday,57
1276,Airport,,No Cars Available,2016-07-11 22:04,,22,Monday,
1277,City,80,Trip Completed,2016-07-11 22:04,2016-07-11 22:35,22,Monday,31
1278,City,208,Trip Completed,2016-07-11 22:03,2016-07-11 23:05,22,Monday,62
1279,City,258,Trip Completed,2016-07-11 22:11,2016-07-11 22:36,22,Monday,25
1280,Airport,,No Cars Available,2016-07-11 22:09,,22,Monday,
1281,Airport,145,Trip Completed,2016-07-11 22:12,2016-07-11 22:51,22,Monday,39
1282,Airport,,No Cars Available,2016-07-11 22:08,,22,Monday,
1283,City,193,Trip Completed,2016-07-11 22:09,2016-07-11 23:18,22,Monday,69
1284,Airport,,No Cars Available,2016-07-11 22:17,,22,Monday,
1285,City,83,Trip Completed,2016-07-11 22:13,2016-07-11 23:17,22,Monday,64
1286,Airport,60,Trip Completed,2016-07-11 22:18,2016-07-11 22:59,22,Monday,41
1287,Airport,,No Cars Available,2016-07-11 22:20,,22,Monday,
1288,City,,No Cars Available,2016-07-11 22:20,,22,Monday,
1289,City,175,Trip Completed,2016-07-11 22:26,2016-07-11 22:55,22,Monday,29
1290,City,289,Trip Completed,2016-07-11 22:23,2016-07-11 23:00,22,Monday,37
1291,City,,No Cars Available,2016-07-11 22:25,,22,Monday,
1292,City,,No Cars Available,2016-07-11 22:23,,22,Monday,
1293,City,78,Trip Completed,2016-07-11 22:28,2016-07-11 23:24,22,Monday,56
1294,City,87,Cancelled,2016-07-11 22:26,,22,Monday,
1295,City,222,Trip Completed,2016-07-11 22:25,2016-07-11 23:03,22,Monday,38
1296,Airport,231,Trip Completed,2016-07-11 22:27,2016-07-11 23:37,22,Monday,70
1297,City,91,Trip Completed,2016-07-11 22:22,2016-07-11 23:03,22,Monday,41
1298,City,,No Cars Available,2016-07-11 22:28,,22,Monday,
1299,City,48,Trip Completed,2016-07-11 22:22,2016-07-11 23:06,22,Monday,44
1300,City,73,Trip Completed,2016-07-11 22:31,2016-07-11 22:56,22,Monday,25
1301,Airport,288,Trip Completed,2016-07-11 22:30,2016-07-11 23:13,22,Monday,43
1302,City,,No Cars Available,2016-07-11 22:30,,22,Monday,
1303,City,44,Cancelled,2016-07-11 22:27,,22,Monday,
1304,City,,No Cars Available,2016-07-11 22:35,,22,Monday,
1305,City,,No Cars Available,2016-07-11 22:31,,22,Monday,
1306,Airport,203,Trip Completed,2016-07-11 22:39,2016-07-11 23:46,22,Monday,67
1307,Airport,130,Trip Completed,2016-07-11 22:42,2016-07-11 23:07,22,Monday,25
1308,City,182,Trip Completed,2016-07-11 22:41,2016-07-11 23:54,22,Monday,73
1309,City,254,Trip Completed,2016-07-11 22:40,2016-07-11 23:15,22,Monday,35
1310,City,257,Trip Completed,2016-07-11 22:45,2016-07-11 23:36,22,Monday,51
1311,City,,No Cars Available,2016-07-11 22:49,,22,Monday,
1312,City,201,Trip Completed,2016-07-11 22:48,2016-07-11 23:37,22,Monday,49
1313,Airport,,No Cars Available,2016-07-11 22:50,,22,Monday,
1314,Airport,194,Trip Completed,2016-07-11 22:44,2016-07-11 23:51,22,Monday,67
1315,Airport,300,Trip Completed,2016-07-11 22:54,2016-07-11 23:35,22,Monday,41
1316,City,118,Trip Completed,2016-07-11 22:54,2016-07-11 23:45,22,Monday,51
1317,Airport,164,Trip Completed,2016-07-11 22:57,2016-07-11 23:52,22,Monday,55
1318,City,207,Trip Completed,2016-07-11 22:51,2016-07-11 23:45,22,Monday,54
1319,City,276,Trip Completed,2016-07-11 22:48,2016-07-11 23:43,22,Monday,55
1320,City,174,Trip Completed,2016-07-11 22:52,2016-07-12 00:06,22,Monday,74
1321,Airport,166,Trip Completed,2016-07-11 23:01,2016-07-12 00:05,23,Monday,64
1322,Airport,,No Cars Available,2016-07-11 23:04,,23,Monday,
1323,City,,No Cars Available,2016-07-11 23:00,,23,Monday,
1324,City,177,Trip Completed,2016-07-11 22:59,2016-07-12 00:05,22,Monday,66
1325,City,64,Cancelled,2016-07-11 23:06,,23,Monday,
1326,Airport,113,Trip Completed,2016-07-11 23:06,2016-07-12 00:07,23,Monday,61
1327,Airport,,No Cars Available,2016-07-11 23:10,,23,Monday,
1328,Airport,,No Cars Available,2016-07-11 23:07,,23,Monday,
1329,Airport,67,Trip Completed,2016-07-11 23:10,2016-07-11 23:45,23,Monday,35
1330,Airport,99,Trip Completed,2016-07-11 23:11,2016-07-12 00:14,23,Monday,63
1331,Airport,,No Cars Available,2016-07-11 23:13,,23,Monday,
1332,City,,No Cars Available,2016-07-11 23:14,,23,Monday,
1333,City,296,Trip Completed,2016-07-11 23:17,2016-07-12 00:15,23,Monday,58
1334,City,,No Cars Available,2016-07-11 23:19,,23,Monday,
1335,City,,No Cars Available,2016-07-11 23:20,,23,Monday,
1336,City,173,Trip Completed,2016-07-11 23:17,2016-07-11 23:52,23,Monday,35
1337,Airport,,No Cars Available,2016-07-11 23:22,,23,Monday,
1338,Airport,102,Trip Completed,2016-07-11 23:23,2016-07-11 23:58,23,Monday,35
1339,Airport,108,Trip Completed,2016-07-11 23:25,2016-07-12 00:32,23,Monday,67
1340,City,57,Trip Completed,2016-07-11 23:22,2016-07-11 23:55,23,Monday,33
1341,Airport,172,Trip Completed,2016-07-11 23:26,2016-07-12 00:06,23,Monday,40
1342,City,,No Cars Available,2016-07-11 23:30,,23,Monday,
1343,City,237,Trip Completed,2016-07-11 23:37,2016-07-12 00:32,23,Monday,55
1344,City,96,Trip Completed,2016-07-11 23:35,2016-07-12 00:39,23,Monday,64
1345,Airport,186,Trip Completed,2016-07-11 23:37,2016-07-12 00:09,23,Monday,32
1346,Airport,9,Trip Completed,2016-07-11 23:39,2016-07-12 00:23,23,Monday,44
1347,City,,No Cars Available,2016-07-11 23:44,,23,Monday,
1348,City,,No Cars Available,2016-07-11 23:42,,23,Monday,
1349,Airport,61,Trip Completed,2016-07-11 23:41,2016-07-12 00:22,23,Monday,41
1350,City,219,Trip Completed,2016-07-11 23:40,2016-07-12 00:26,23,Monday,46
1351,Airport,94,Trip Completed,2016-07-11 23:44,2016-07-12 00:49,23,Monday,65
1352,Airport,,No Cars Available,2016-07-11 23:49,,23,Monday,
1353,Airport,40,Trip Completed,2016-07-11 23:51,2016-07-12 00:34,23,Monday,43
1354,City,242,Trip Completed,2016-07-11 23:45,2016-07-12 00:52,23,Monday,67
1355,Airport,,No Cars Available,2016-07-11 23:45,,23,Monday,
1356,City,101,Cancelled,2016-07-11 23:42,,23,Monday,
1357,City,,No Cars Available,2016-07-11 23:52,,23,Monday,
1358,City,,No Cars Available,2016-07-11 23:57,,23,Monday,
1359,City,139,Trip Completed,2016-07-11 23:51,2016-07-12 00:50,23,Monday,59
1360,City,144,Trip Completed,2016-07-11 23:54,2016-07-12 01:09,23,Monday,75
1361,City,,No Cars Available,2016-07-11 23:58,,23,Monday,
1362,City,,No Cars Available,2016-07-11 00:02,,0,Monday,
1363,Airport,136,Trip Completed,2016-07-11 00:00,2016-07-11 01:11,0,Monday,71
1364,City,,No Cars Available,2016-07-11 00:06,,0,Monday,
1365,City,229,Cancelled,2016-07-11 00:09,,0,Monday,
1366,City,,No Cars Available,2016-07-11 00:09,,0,Monday,
1367,City,155,Trip Completed,2016-07-11 00:05,2016-07-11 01:06,0,Monday,61
1368,City,123,Trip Completed,2016-07-12 00:07,2016-07-12 00:50,0,Tuesday,43
1369,Airport,152,Trip Completed,2016-07-12 00:15,2016-07-12 00:53,0,Tuesday,38
1370,Airport,,No Cars Available,2016-07-12 00:22,,0,Tuesday,
1371,Airport,23,Trip Completed,2016-07-12 00:22,2016-07-12 01:33,0,Tuesday,71
1372,City,,No Cars Available,2016-07-12 00:28,,0,Tuesday,
1373,City,,No Cars Available,2016-07-12 00:34,,0,Tuesday,
1374,Airport,,No Cars Available,2016-07-12 00:40,,0,Tuesday,
1375,City,,No Cars Available,2016-07-12 00:38,,0,Tuesday,
1376,Airport,,No Cars Available,2016-07-12 00:40,,0,Tuesday,
1377,Airport,294,Trip Completed,2016-07-12 00:54,2016-07-12 01:55,0,Tuesday,61
1378,Airport,,No Cars Available,2016-07-12 00:59,,0,Tuesday,
1379,Airport,,No Cars Available,2016-07-12 00:58,,0,Tuesday,
1380,Airport,86,Trip Completed,2016-07-12 01:01,2016-07-12 02:15,1,Tuesday,74
1381,City,50,Cancelled,2016-07-12 01:07,,1,Tuesday,
1382,City,252,Trip Completed,2016-07-12 01:03,2016-07-12 01:38,1,Tuesday,35
1383,City,291,Cancelled,2016-07-12 01:12,,1,Tuesday,
1384,City,184,Trip Completed,2016-07-12 01:15,2016-07-12 02:18,1,Tuesday,63
1385,Airport,,No Cars Available,2016-07-12 01:28,,1,Tuesday,
1386,Airport,110,Trip Completed,2016-07-12 01:30,2016-07-12 02:42,1,Tuesday,72
1387,Airport,281,Trip Completed,2016-07-12 01:33,2016-07-12 02:18,1,Tuesday,45
1388,City,,No Cars Available,2016-07-12 01:47,,1,Tuesday,
1389,Airport,,No Cars Available,2016-07-12 01:54,,1,Tuesday,
1390,Airport,,No Cars Available,2016-07-12 02:03,,2,Tuesday,
1391,City,,No Cars Available,2016-07-12 02:09,,2,Tuesday,
1392,City,,No Cars Available,2016-07-12 02:08,,2,Tuesday,
1393,City,,No Cars Available,2016-07-12 02:08,,2,Tuesday,
1394,Airport,,No Cars Available,2016-07-12 02:13,,2,Tuesday,
1395,Airport,,No Cars Available,2016-07-12 02:24,,2,Tuesday,
1396,Airport,,No Cars Available,2016-07-12 02:26,,2,Tuesday,
1397,City,,No Cars Available,2016-07-12 02:33,,2,Tuesday,
1398,City,,No Cars Available,2016-07-12 02:33,,2,Tuesday,
1399,City,161,Trip Completed,2016-07-12 02:35,2016-07-12 03:42,2,Tuesday,67
1400,Airport,,No Cars Available,2016-07-12 02:36,,2,Tuesday,
1401,City,110,Cancelled,2016-07-12 02:42,,2,Tuesday,
1402,Airport,120,Trip Completed,2016-07-12 02:48,2016-07-12 03:48,2,Tuesday,60
1403,City,101,Cancelled,2016-07-12 02:39,,2,Tuesday,
1404,Airport,,No Cars Available,2016-07-12 02:56,,2,Tuesday,
1405,Airport,,No Cars Available,2016-07-12 02:57,,2,Tuesday,
1406,Airport,30,Trip Completed,2016-07-12 03:02,2016-07-12 03:55,3,Tuesday,53
1407,Airport,,No Cars Available,2016-07-12 03:13,,3,Tuesday,
1408,Airport,233,Trip Completed,2016-07-12 03:13,2016-07-12 04:08,3,Tuesday,55
1409,Airport,,No Cars Available,2016-07-12 03:13,,3,Tuesday,
1410,Airport,18,Trip Completed,2016-07-12 03:14,2016-07-12 04:27,3,Tuesday,73
1411,City,,No Cars Available,2016-07-12 03:19,,3,Tuesday,
1412,Airport,,No Cars Available,2016-07-12 03:19,,3,Tuesday,
1413,City,,No Cars Available,2016-07-12 03:31,,3,Tuesday,
1414,Airport,220,Trip Completed,2016-07-12 03:25,2016-07-12 04:33,3,Tuesday,68
1415,Airport,,No Cars Available,2016-07-12 03:23,,3,Tuesday,
1416,City,,No Cars Available,2016-07-12 03:25,,3,Tuesday,
1417,City,272,Trip Completed,2016-07-12 03:37,2016-07-12 04:09,3,Tuesday,32
1418,Airport,,No Cars Available,2016-07-12 03:51,,3,Tuesday,
1419,City,239,Cancelled,2016-07-12 03:57,,3,Tuesday,
1420,City,,No Cars Available,2016-07-12 04:02,,4,Tuesday,
1421,City,,No Cars Available,2016-07-12 04:05,,4,Tuesday,
1422,Airport,225,Trip Completed,2016-07-12 04:07,2016-07-12 05:20,4,Tuesday,73
1423,Airport,,No Cars Available,2016-07-12 04:15,,4,Tuesday,
1424,Airport,,No Cars Available,2016-07-12 04:29,,4,Tuesday,
1425,Airport,246,Trip Completed,2016-07-12 04:19,2016-07-12 05:34,4,Tuesday,75
1426,City,76,Cancelled,2016-07-12 04:24,,4,Tuesday,
1427,Airport,,No Cars Available,2016-07-12 04:28,,4,Tuesday,
1428,Airport,,No Cars Available,2016-07-12 04:35,,4,Tuesday,
1429,City,91,Trip Completed,2016-07-12 04:41,2016-07-12 05:22,4,Tuesday,41
1430,City,,No Cars Available,2016-07-12 04:42,,4,Tuesday,
1431,Airport,,No Cars Available,2016-07-12 04:40,,4,Tuesday,
1432,City,,No Cars Available,2016-07-12 04:40,,4,Tuesday,
1433,City,,No Cars Available,2016-07-12 04:46,,4,Tuesday,
1434,City,151,Cancelled,2016-07-12 04:43,,4,Tuesday,
1435,City,200,Trip Completed,2016-07-12 04:46,2016-07-12 05:55,4,Tuesday,69
1436,City,204,Trip Completed,2016-07-12 04:46,2016-07-12 05:22,4,Tuesday,36
1437,City,271,Cancelled,2016-07-12 04:42,,4,Tuesday,
1438,City,,No Cars Available,2016-07-12 04:44,,4,Tuesday,
1439,City,176,Trip Completed,2016-07-12 04:45,2016-07-12 05:19,4,Tuesday,34
1440,Airport,,No Cars Available,2016-07-12 04:44,,4,Tuesday,
1441,City,,No Cars Available,2016-07-12 04:49,,4,Tuesday,
1442,Airport,260,Trip Completed,2016-07-12 04:49,2016-07-12 05:42,4,Tuesday,53
1443,City,,No Cars Available,2016-07-12 04:50,,4,Tuesday,
1444,City,77,Trip Completed,2016-07-12 04:43,2016-07-12 05:56,4,Tuesday,73
1445,Airport,58,Trip Completed,2016-07-12 04:45,2016-07-12 06:02,4,Tuesday,77
1446,City,217,Trip Completed,2016-07-12 04:45,2016-07-12 05:38,4,Tuesday,53
1447,Airport,227,Trip Completed,2016-07-12 04:46,2016-07-12 05:25,4,Tuesday,39
1448,City,,No Cars Available,2016-07-12 04:48,,4,Tuesday,
1449,Airport,74,Trip Completed,2016-07-12 04:53,2016-07-12 05:57,4,Tuesday,64
1450,Airport,79,Trip Completed,2016-07-12 04:46,2016-07-12 05:46,4,Tuesday,60
1451,Airport,101,Trip Completed,2016-07-12 04:53,2016-07-12 05:40,4,Tuesday,47
1452,City,122,Trip Completed,2016-07-12 04:52,2016-07-12 05:41,4,Tuesday,49
1453,City,233,Trip Completed,2016-07-12 04:53,2016-07-12 05:54,4,Tuesday,61
1454,City,108,Trip Completed,2016-07-12 04:54,2016-07-12 06:07,4,Tuesday,73
1455,Airport,51,Trip Completed,2016-07-12 04:56,2016-07-12 05:27,4,Tuesday,31
1456,City,169,Cancelled,2016-07-12 04:56,,4,Tuesday,
1457,Airport,218,Trip Completed,2016-07-12 04:58,2016-07-12 05:26,4,Tuesday,28
1458,City,57,Cancelled,2016-07-12 04:52,,4,Tuesday,
1459,Airport,224,Trip Completed,2016-07-12 04:59,2016-07-12 05:41,4,Tuesday,42
1460,City,,No Cars Available,2016-07-12 04:56,,4,Tuesday,
1461,Airport,283,Trip Completed,2016-07-12 04:58,2016-07-12 06:10,4,Tuesday,72
1462,Airport,23,Cancelled,2016-07-12 05:01,,5,Tuesday,
1463,City,,No Cars Available,2016-07-12 05:02,,5,Tuesday,
1464,Airport,154,Trip Completed,2016-07-12 05:03,2016-07-12 06:03,5,Tuesday,60
1465,City,263,Trip Completed,2016-07-12 04:59,2016-07-12 06:17,4,Tuesday,78
1466,City,,No Cars Available,2016-07-12 05:06,,5,Tuesday,
1467,Airport,2,Trip Completed,2016-07-12 05:08,2016-07-12 06:02,5,Tuesday,54
1468,City,149,Trip Completed,2016-07-12 05:09,2016-07-12 06:06,5,Tuesday,57
1469,City,202,Cancelled,2016-07-12 05:05,,5,Tuesday,
1470,City,,No Cars Available,2016-07-12 05:06,,5,Tuesday,
1471,City,211,Trip Completed,2016-07-12 05:09,2016-07-12 06:01,5,Tuesday,52
1472,City,169,Cancelled,2016-07-12 05:08,,5,Tuesday,
1473,City,,No Cars Available,2016-07-12 05:18,,5,Tuesday,
1474,Airport,9,Trip Completed,2016-07-12 05:13,2016-07-12 05:56,5,Tuesday,43
1475,City,31,Cancelled,2016-07-12 05:12,,5,Tuesday,
1476,City,113,Trip Completed,2016-07-12 05:16,2016-07-12 06:04,5,Tuesday,48
1477,Airport,207,Trip Completed,2016-07-12 05:16,2016-07-12 06:13,5,Tuesday,57
1478,City,33,Trip Completed,2016-07-12 05:16,2016-07-12 06:13,5,Tuesday,57
1479,City,106,Trip Completed,2016-07-12 05:16,2016-07-12 05:58,5,Tuesday,42
1480,Airport,68,Trip Completed,2016-07-12 05:15,2016-07-12 06:06,5,Tuesday,51
1481,City,277,Cancelled,2016-07-12 05:24,,5,Tuesday,
1482,City,,No Cars Available,2016-07-12 05:22,,5,Tuesday,
1483,City,114,Trip Completed,2016-07-12 05:22,2016-07-12 06:22,5,Tuesday,60
1484,Airport,192,Trip Completed,2016-07-12 05:19,2016-07-12 05:55,5,Tuesday,36
1485,City,19,Trip Completed,2016-07-12 05:21,2016-07-12 06:35,5,Tuesday,74
1486,City,202,Cancelled,2016-07-12 05:20,,5,Tuesday,
1487,City,297,Cancelled,2016-07-12 05:23,,5,Tuesday,
1488,Airport,88,Trip Completed,2016-07-12 05:31,2016-07-12 06:38,5,Tuesday,67
1489,City,99,Cancelled,2016-07-12 05:21,,5,Tuesday,
1490,City,176,Cancelled,2016-07-12 05:21,,5,Tuesday,
1491,City,240,Cancelled,2016-07-12 05:36,,5,Tuesday,
1492,City,62,Cancelled,2016-07-12 05:30,,5,Tuesday,
1493,Airport,276,Trip Completed,2016-07-12 05:28,2016-07-12 06:22,5,Tuesday,54
1494,City,,No Cars Available,2016-07-12 05:29,,5,Tuesday,
1495,Airport,241,Trip Completed,2016-07-12 05:29,2016-07-12 06:07,5,Tuesday,38
1496,Airport,240,Trip Completed,2016-07-12 05:33,2016-07-12 06:10,5,Tuesday,37
1497,City,257,Trip Completed,2016-07-12 05:34,2016-07-12 06:45,5,Tuesday,71
1498,City,273,Trip Completed,2016-07-12 05:30,2016-07-12 06:15,5,Tuesday,45
1499,City,277,Trip Completed,2016-07-12 05:30,2016-07-12 06:18,5,Tuesday,48
1500,City,165,Cancelled,2016-07-12 05:32,,5,Tuesday,
1501,City,35,Trip Completed,2016-07-12 05:41,2016-07-12 06:47,5,Tuesday,66
1502,City,24,Cancelled,2016-07-12 05:37,,5,Tuesday,
1503,City,159,Cancelled,2016-07-12 05:39,,5,Tuesday,
1504,Airport,244,Trip Completed,2016-07-12 05:37,2016-07-12 06:02,5,Tuesday,25
1505,City,129,Cancelled,2016-07-12 05:39,,5,Tuesday,
1506,City,223,Cancelled,2016-07-12 05:37,,5,Tuesday,
1507,City,144,Cancelled,2016-07-12 05:44,,5,Tuesday,
1508,Airport,249,Trip Completed,2016-07-12 05:48,2016-07-12 06:33,5,Tuesday,45
1509,City,228,Cancelled,2016-07-12 05:42,,5,Tuesday,
1510,Airport,248,Trip Completed,2016-07-12 05:42,2016-07-12 06:22,5,Tuesday,40
1511,City,272,Cancelled,2016-07-12 05:40,,5,Tuesday,
1512,City,,No Cars Available,2016-07-12 05:45,,5,Tuesday,
1513,City,66,Cancelled,2016-07-12 05:44,,5,Tuesday,
1514,Airport,82,Trip Completed,2016-07-12 05:41,2016-07-12 06:18,5,Tuesday,37
1515,City,259,Trip Completed,2016-07-12 05:45,2016-07-12 06:20,5,Tuesday,35
1516,City,266,Cancelled,2016-07-12 05:44,,5,Tuesday,
1517,Airport,6,Trip Completed,2016-07-12 05:45,2016-07-12 06:28,5,Tuesday,43
1518,City,167,Trip Completed,2016-07-12 05:50,2016-07-12 06:38,5,Tuesday,48
1519,Airport,237,Trip Completed,2016-07-12 05:43,2016-07-12 06:22,5,Tuesday,39
1520,City,45,Cancelled,2016-07-12 05:42,,5,Tuesday,
1521,City,230,Cancelled,2016-07-12 05:50,,5,Tuesday,
1522,City,,No Cars Available,2016-07-12 05:52,,5,Tuesday,
1523,City,,No Cars Available,2016-07-12 05:49,,5,Tuesday,
1524,City,96,Trip Completed,2016-07-12 05:50,2016-07-12 06:59,5,Tuesday,69
1525,City,183,Trip Completed,2016-07-12 05:48,2016-07-12 06:46,5,Tuesday,58
1526,City,238,Trip Completed,2016-07-12 05:56,2016-07-12 06:52,5,Tuesday,56
1527,Airport,202,Trip Completed,2016-07-12 05:52,2016-07-12 07:07,5,Tuesday,75
1528,City,54,Trip Completed,2016-07-12 05:58,2016-07-12 06:33,5,Tuesday,35
1529,City,133,Trip Completed,2016-07-12 05:56,2016-07-12 06:49,5,Tuesday,53
1530,City,,No Cars Available,2016-07-12 05:52,,5,Tuesday,
1531,City,36,Cancelled,2016-07-12 05:54,,5,Tuesday,
1532,City,69,Cancelled,2016-07-12 05:54,,5,Tuesday,
1533,City,49,Trip Completed,2016-07-12 05:56,2016-07-12 06:32,5,Tuesday,36
1534,Airport,212,Trip Completed,2016-07-12 05:59,2016-07-12 06:58,5,Tuesday,59
1535,City,,No Cars Available,2016-07-12 05:58,,5,Tuesday,
1536,Airport,12,Trip Completed,2016-07-12 05:59,2016-07-12 06:59,5,Tuesday,60
1537,City,220,Cancelled,2016-07-12 05:55,,5,Tuesday,
1538,City,,No Cars Available,2016-07-12 06:06,,6,Tuesday,
1539,City,28,Cancelled,2016-07-12 06:04,,6,Tuesday,
1540,Airport,201,Trip Completed,2016-07-12 06:04,2016-07-12 06:55,6,Tuesday,51
1541,City,205,Cancelled,2016-07-12 06:04,,6,Tuesday,
1542,City,,No Cars Available,2016-07-12 05:54,,5,Tuesday,
1543,City,58,Cancelled,2016-07-12 06:02,,6,Tuesday,
1544,City,157,Cancelled,2016-07-12 06:04,,6,Tuesday,
1545,Airport,270,Cancelled,2016-07-12 06:01,,6,Tuesday,
1546,City,,No Cars Available,2016-07-12 06:02,,6,Tuesday,
1547,City,,No Cars Available,2016-07-12 06:07,,6,Tuesday,
1548,Airport,100,Trip Completed,2016-07-12 06:10,2016-07-12 07:12,6,Tuesday,62
1549,City,166,Cancelled,2016-07-12 06:02,,6,Tuesday,
1550,Airport,180,Trip Completed,2016-07-12 06:08,2016-07-12 07:14,6,Tuesday,66
1551,City,210,Trip Completed,2016-07-12 06:10,2016-07-12 06:54,6,Tuesday,44
1552,City,,No Cars Available,2016-07-12 06:05,,6,Tuesday,
1553,City,23,Trip Completed,2016-07-12 06:09,2016-07-12 07:09,6,Tuesday,60
1555,Airport,136,Cancelled,2016-07-12 06:10,,6,Tuesday,
1556,City,,No Cars Available,2016-07-12 06:10,,6,Tuesday,
1557,City,83,Cancelled,2016-07-12 06:17,,6,Tuesday,
1558,City,185,Cancelled,2016-07-12 06:13,,6,Tuesday,
1559,Airport,196,Trip Completed,2016-07-12 06:09,2016-07-12 06:53,6,Tuesday,44
1560,City,268,Cancelled,2016-07-12 06:06,,6,Tuesday,
1561,City,149,Cancelled,2016-07-12 06:14,,6,Tuesday,
1562,Airport,46,Trip Completed,2016-07-12 06:16,2016-07-12 07:15,6,Tuesday,59
1563,Airport,90,Trip Completed,2016-07-12 06:16,2016-07-12 07:32,6,Tuesday,76
1564,City,151,Trip Completed,2016-07-12 06:18,2016-07-12 07:14,6,Tuesday,56
1565,Airport,98,Trip Completed,2016-07-12 06:21,2016-07-12 07:32,6,Tuesday,71
1566,City,38,Cancelled,2016-07-12 06:22,,6,Tuesday,
1567,Airport,4,Trip Completed,2016-07-12 06:21,2016-07-12 07:10,6,Tuesday,49
1568,City,40,Trip Completed,2016-07-12 06:18,2016-07-12 06:52,6,Tuesday,34
1569,City,190,Cancelled,2016-07-12 06:21,,6,Tuesday,
1570,Airport,,No Cars Available,2016-07-12 06:28,,6,Tuesday,
1571,Airport,129,Trip Completed,2016-07-12 06:28,2016-07-12 07:41,6,Tuesday,73
1572,City,206,Cancelled,2016-07-12 06:22,,6,Tuesday,
1573,Airport,247,Trip Completed,2016-07-12 06:27,2016-07-12 07:29,6,Tuesday,62
1574,Airport,161,Trip Completed,2016-07-12 06:26,2016-07-12 07:15,6,Tuesday,49
1575,City,283,Cancelled,2016-07-12 06:23,,6,Tuesday,
1576,City,57,Trip Completed,2016-07-12 06:27,2016-07-12 07:41,6,Tuesday,74
1577,Airport,278,Trip Completed,2016-07-12 06:22,2016-07-12 07:37,6,Tuesday,75
1578,Airport,282,Trip Completed,2016-07-12 06:25,2016-07-12 07:42,6,Tuesday,77
1579,City,,No Cars Available,2016-07-12 06:28,,6,Tuesday,
1580,City,,No Cars Available,2016-07-12 06:29,,6,Tuesday,
1581,Airport,259,Trip Completed,2016-07-12 06:27,2016-07-12 07:27,6,Tuesday,60
1582,City,290,Cancelled,2016-07-12 06:23,,6,Tuesday,
1583,City,,No Cars Available,2016-07-12 06:30,,6,Tuesday,
1584,Airport,29,Trip Completed,2016-07-12 06:26,2016-07-12 07:18,6,Tuesday,52
1585,Airport,76,Trip Completed,2016-07-12 06:30,2016-07-12 07:27,6,Tuesday,57
1586,City,,No Cars Available,2016-07-12 06:29,,6,Tuesday,
1587,Airport,71,Trip Completed,2016-07-12 06:31,2016-07-12 07:42,6,Tuesday,71
1588,City,174,Trip Completed,2016-07-12 06:32,2016-07-12 07:19,6,Tuesday,47
1589,City,97,Cancelled,2016-07-12 06:35,,6,Tuesday,
1590,City,,No Cars Available,2016-07-12 06:35,,6,Tuesday,
1591,City,261,Cancelled,2016-07-12 06:28,,6,Tuesday,
1592,City,270,Trip Completed,2016-07-12 06:37,2016-07-12 07:48,6,Tuesday,71
1593,City,,No Cars Available,2016-07-12 06:30,,6,Tuesday,
1594,City,215,Cancelled,2016-07-12 06:41,,6,Tuesday,
1595,Airport,268,Trip Completed,2016-07-12 06:34,2016-07-12 07:10,6,Tuesday,36
1596,Airport,36,Trip Completed,2016-07-12 06:39,2016-07-12 07:30,6,Tuesday,51
1597,City,120,Trip Completed,2016-07-12 06:40,2016-07-12 07:42,6,Tuesday,62
1598,Airport,230,Trip Completed,2016-07-12 06:38,2016-07-12 07:31,6,Tuesday,53
1599,City,246,Cancelled,2016-07-12 06:39,,6,Tuesday,
1600,City,158,Trip Completed,2016-07-12 06:39,2016-07-12 07:13,6,Tuesday,34
1601,City,255,Cancelled,2016-07-12 06:43,,6,Tuesday,
1602,City,,No Cars Available,2016-07-12 06:41,,6,Tuesday,
1603,City,47,Cancelled,2016-07-12 06:41,,6,Tuesday,
